Ngành Tiếng Việt,Trường,Mã ngành,Tổ hợp,Phương thức,Điểm chuẩn,Ghi chú
Kiến trúc,Điểm chuẩn năm 2024 - DPD - Trường đại học dân lập Phương Đông (*),7580101,H00; V00; V01; V02,Điểm chuẩn theo Điểm học bạ năm 2024,7,ĐTB lớp 12
Kiến trúc,Điểm chuẩn năm 2024 - DPD - Trường đại học dân lập Phương Đông (*),7580101,H00; V00,Điểm chuẩn theo Điểm học bạ năm 2024,20,"ĐTB HK1, HK2 lớp 11 và HK1 lớp 12"
Kiến trúc,Điểm chuẩn năm 2024 - DPD - Trường đại học dân lập Phương Đông (*),7580101,V01; V02,Điểm chuẩn theo Điểm học bạ năm 2024,25,"ĐTB HK1, HK2 lớp 11 và HK1 lớp 12"
Kiến trúc,Điểm chuẩn năm 2024 - XDA - Trường đại học xây dựng,7580101,V00; V02; V10,Điểm chuẩn theo Điểm thi THPT năm 2024,21.9,
Kiến trúc,Điểm chuẩn năm 2024 - XDA - Trường đại học xây dựng,7580101_01,V00; V02,Điểm chuẩn theo Điểm thi THPT năm 2024,21.3,
Kiến trúc,Điểm chuẩn năm 2024 - XDA - Trường đại học xây dựng,7580101_02,V00; V02,Điểm chuẩn theo Điểm thi THPT năm 2024,21.5,
Kiến trúc,Điểm chuẩn năm 2024 - XDA - Trường đại học xây dựng,7580101,X06; X07,Điểm chuẩn theo Điểm xét tuyển kết hợp năm 2024,25.75,CCQTTA ( Tiếng Pháp) và kết quả 2 môn thi tốt nghiệp THPT
Kiến trúc,Điểm chuẩn năm 2024 - XDA - Trường đại học xây dựng,7580101_02,X06,Điểm chuẩn theo Điểm xét tuyển kết hợp năm 2024,25,CCQTTA ( Tiếng Pháp) và kết quả 2 môn thi tốt nghiệp THPT
Kiến trúc,Điểm chuẩn năm 2024 - XDA - Trường đại học xây dựng,7580101,V00; V02; V10,"Điểm chuẩn theo ƯTXT, XT thẳng năm 2024",20,
Kiến trúc,Điểm chuẩn năm 2024 - XDA - Trường đại học xây dựng,7580101_02,V00; V02,"Điểm chuẩn theo ƯTXT, XT thẳng năm 2024",20,
Kiến trúc,Điểm chuẩn năm 2024 - TDV - Trường đại học Vinh,7580101,A00,Điểm chuẩn theo Điểm học bạ năm 2024,21,
Kiến trúc,Điểm chuẩn năm 2024 - TDV - Trường đại học Vinh,7580101,,Điểm chuẩn theo Điểm ĐGNL HN năm 2024,18.28,
Kiến trúc,Điểm chuẩn năm 2024 - TDV - Trường đại học Vinh,7580101,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,18.28,
Kiến trúc,Điểm chuẩn năm 2024 - TDV - Trường đại học Vinh,7580101,,Điểm chuẩn theo Điểm Đánh giá Tư duy năm 2024,18.28,
Kiến trúc,Điểm chuẩn năm 2024 - TDV - Trường đại học Vinh,7580101,A00,Điểm chuẩn theo Điểm xét tuyển kết hợp năm 2024,19,Kết hợp điểm thi tốt nghiệp THPT với năng khiếu
Kiến trúc,Điểm chuẩn năm 2024 - TDV - Trường đại học Vinh,7580101,A00,Điểm chuẩn theo Điểm xét tuyển kết hợp năm 2024,21,Kết hợp học bạ THPT với năng khiếu
Kiến trúc,Điểm chuẩn năm 2024 - TDV - Trường đại học Vinh,7580101,,Điểm chuẩn theo Điểm ĐGNL ĐH Sư phạm HN năm 2024,18.28,
Kiến trúc cảnh quan,Điểm chuẩn năm 2024 - LNH LNS - Đại học LÂM NGHIỆP,7580102,A00; D01; C15; V01,Điểm chuẩn theo Điểm thi THPT năm 2024,18.5,
Kiến trúc cảnh quan,Điểm chuẩn năm 2024 - LNH LNS - Đại học LÂM NGHIỆP,7580102,A00; D01; C15; V01,Điểm chuẩn theo Điểm học bạ năm 2024,18,
Kiến trúc cảnh quan,Điểm chuẩn năm 2024 - XDA - Trường đại học xây dựng,7580102,V00; V02; V06,Điểm chuẩn theo Điểm thi THPT năm 2024,21.2,
Kiến trúc cảnh quan,Điểm chuẩn năm 2024 - XDA - Trường đại học xây dựng,7580102,X06,Điểm chuẩn theo Điểm xét tuyển kết hợp năm 2024,24.5,CCQTTA ( Tiếng Pháp) và kết quả 2 môn thi tốt nghiệp THPT
Kiến trúc cảnh quan,Điểm chuẩn năm 2024 - XDA - Trường đại học xây dựng,7580102,V00; V02; V06,"Điểm chuẩn theo ƯTXT, XT thẳng năm 2024",18,
Kiến trúc cảnh quan,Điểm chuẩn năm 2024 - KTA - Đại học kiến trúc Hà Nội,7580102,V00; V01; V02,Điểm chuẩn theo Điểm thi THPT năm 2024,28.78,Điểm Vẽ mỹ thuật nhân hệ số 2
Kiến trúc cảnh quan,Điểm chuẩn năm 2024 - KTS-Trường đại học Kiến Trúc TP.HCM,7580102,V00; V01; V02,Điểm chuẩn theo Điểm thi THPT năm 2024,23.4,
Kiến trúc cảnh quan,Điểm chuẩn năm 2024 - KTS-Trường đại học Kiến Trúc TP.HCM,7580102,V00; V01; V02,Điểm chuẩn theo Điểm học bạ năm 2024,24.24,"Tại TPHCM, HS THPT Chuyên, năng khiếu"
Kiến trúc cảnh quan,Điểm chuẩn năm 2024 - KTS-Trường đại học Kiến Trúc TP.HCM,7580102,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,20.09,Tại TP HCM
Kiến trúc đô thị,Điểm chuẩn năm 2024 - KSA-Trường đại học Kinh Tế TP.HCM,7580104,A00; A01; D01; V00,Điểm chuẩn theo Điểm thi THPT năm 2024,24.7,
Kiến trúc đô thị,Điểm chuẩn năm 2024 - KSA-Trường đại học Kinh Tế TP.HCM,7580104,A00; A01; D26; D27; D28; D29; D30; AH3; D01; D02; D03; D04; D05; D06; DD2,Điểm chuẩn theo Điểm học bạ năm 2024,56,Điểm tối đa là 100
Kiến trúc đô thị,Điểm chuẩn năm 2024 - KSA-Trường đại học Kinh Tế TP.HCM,7580104,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,830,
Kiến trúc đô thị,Điểm chuẩn năm 2024 - KSA-Trường đại học Kinh Tế TP.HCM,7580104,,"Điểm chuẩn theo ƯTXT, XT thẳng năm 2024",53,Xét tuyển học sinh giỏi; điểm tối đa là 100
Kiến trúc nội thất,Điểm chuẩn năm 2024 - XDN - Đại học Xây dựng miền Trung - Phân hiệu Đà Nẵng,7580103,V00; V01; A01; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Kiến trúc nội thất,Điểm chuẩn năm 2024 - XDT - Trường đại học Xây Dựng Miền Trung,7580103,V00; V01; A01; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Kiến trúc nội thất,Điểm chuẩn năm 2024 - XDT - Trường đại học Xây Dựng Miền Trung,7580103,A00; A01; C01; D01,Điểm chuẩn theo Điểm học bạ năm 2024,18,
Kiến trúc nội thất,Điểm chuẩn năm 2024 - XDT - Trường đại học Xây Dựng Miền Trung,7580103,,Điểm chuẩn theo Điểm ĐGNL HN năm 2024,75,
Kiến trúc nội thất,Điểm chuẩn năm 2024 - XDT - Trường đại học Xây Dựng Miền Trung,7580103,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,600,
Kiến trúc nội thất,Điểm chuẩn năm 2024 - XDT - Trường đại học Xây Dựng Miền Trung,7580103,,Điểm chuẩn theo Điểm xét tốt nghiệp THPT năm 2024,6,
Kiến trúc nội thất,Điểm chuẩn năm 2024 - XDA - Trường đại học xây dựng,7580103,X06,Điểm chuẩn theo Điểm xét tuyển kết hợp năm 2024,26,CCQTTA ( Tiếng Pháp) và kết quả 2 môn thi tốt nghiệp THPT
Kiến trúc nội thất,Điểm chuẩn năm 2024 - XDA - Trường đại học xây dựng,7580103,V00; V02,"Điểm chuẩn theo ƯTXT, XT thẳng năm 2024",20,
Kiến trúc nội thất,Điểm chuẩn năm 2024 - SPK-Trường đại học Sư Phạm Kỹ Thuật TP.HCM,7580103V,V03; V04; V05; V06,Điểm chuẩn theo Điểm thi THPT năm 2024,22.77,
Kiến trúc nội thất,Điểm chuẩn năm 2024 - SPK-Trường đại học Sư Phạm Kỹ Thuật TP.HCM,7580103V,V03; V04; V05; V06,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,21,Các ngành có môn năng khiếu
Kiến trúc nội thất,Điểm chuẩn năm 2024 - SPK-Trường đại học Sư Phạm Kỹ Thuật TP.HCM,7580103V,V03; V04; V05; V06,Điểm chuẩn theo Điểm xét tuyển kết hợp năm 2024,22.3,Học bạ THPT + năng khiếu
Kinh doanh nông nghiệp,Điểm chuẩn năm 2024 - KSA KSV -Trường đại học Kinh Tế TP.HCM (Phân hiệu Vĩnh Long),7620114,A00; A01; D01; D07,Điểm chuẩn theo Điểm thi THPT năm 2024,17,
Kinh doanh nông nghiệp,Điểm chuẩn năm 2024 - KSA KSV -Trường đại học Kinh Tế TP.HCM (Phân hiệu Vĩnh Long),7620114,A00; A01; D26; D27; D28; D29; D30; AH3; D01; D02; D03; D04; D05; D06; DD2; D07; D21; D22; D23; D24; D25; AH2,Điểm chuẩn theo Điểm học bạ năm 2024,40,Thang điểm 100
Kinh doanh nông nghiệp,Điểm chuẩn năm 2024 - KSA KSV -Trường đại học Kinh Tế TP.HCM (Phân hiệu Vĩnh Long),7620114,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,600,
Kinh doanh nông nghiệp,Điểm chuẩn năm 2024 - KSA KSV -Trường đại học Kinh Tế TP.HCM (Phân hiệu Vĩnh Long),7620114,,"Điểm chuẩn theo ƯTXT, XT thẳng năm 2024",49,Xét tuyển học sinh giỏi; thang điểm 100
Kinh doanh nông nghiệp,Điểm chuẩn năm 2024 - TCT-Trường đại học Cần Thơ,7620114H,A00; A01; C02; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Kinh doanh nông nghiệp,Điểm chuẩn năm 2024 - TCT-Trường đại học Cần Thơ,7620114H,A00; A01; C02; D01,Điểm chuẩn theo Điểm học bạ năm 2024,18,
Kinh doanh nông nghiệp,Điểm chuẩn năm 2024 - TCT-Trường đại học Cần Thơ,7620114H,A00; A01; B00; D07,Điểm chuẩn theo Điểm Đánh giá đầu vào V-SAT năm 2024,225,
Kinh doanh nông nghiệp,Điểm chuẩn năm 2024 - Trường Đại học Kiên Giang ( TKG ),7620114,A00; B00; C02; D08,Điểm chuẩn theo Điểm thi THPT năm 2024,14.25,
Kinh doanh nông nghiệp,Điểm chuẩn năm 2024 - Trường Đại học Kiên Giang ( TKG ),7620114,A00; B00; C02; D08,Điểm chuẩn theo Điểm học bạ năm 2024,15,
Kinh doanh nông nghiệp,Điểm chuẩn năm 2024 - Trường Đại học Kiên Giang ( TKG ),7620114,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,600,
Kinh doanh nông nghiệp,Điểm chuẩn năm 2024 - NLS-trường đại học Nông Lâm TP.HCM,7620114,A00; A01; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,18,
Kinh doanh nông nghiệp,Điểm chuẩn năm 2024 - NLS-trường đại học Nông Lâm TP.HCM,7620114,A00; A01; D01,Điểm chuẩn theo Điểm học bạ năm 2024,20,
Kinh doanh nông nghiệp,Điểm chuẩn năm 2024 - NLS-trường đại học Nông Lâm TP.HCM,7620114,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,690,
Kinh doanh nông nghiệp,Điểm chuẩn năm 2024 - KSA-Trường đại học Kinh Tế TP.HCM,7620114,A00; A01; D01; D07,Điểm chuẩn theo Điểm thi THPT năm 2024,25.35,
Kinh doanh nông nghiệp,Điểm chuẩn năm 2024 - KSA-Trường đại học Kinh Tế TP.HCM,7620114,A00; A01; D26; D27; D28; D29; D30; AH3; D01; D02; D03; D04; D05; D06; DD2; D07; D21; D22; D23; D24; D25; AH2,Điểm chuẩn theo Điểm học bạ năm 2024,54,Điểm tối đa là 100
Kinh doanh nông nghiệp,Điểm chuẩn năm 2024 - KSA-Trường đại học Kinh Tế TP.HCM,7620114,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,810,
Kinh doanh nông nghiệp,Điểm chuẩn năm 2024 - KSA-Trường đại học Kinh Tế TP.HCM,7620114,,"Điểm chuẩn theo ƯTXT, XT thẳng năm 2024",50,Xét tuyển học sinh giỏi; điểm tối đa là 100
Kinh doanh nông nghiệp,Điểm chuẩn năm 2024 - KHA - Đại học kinh tế quốc dân,7620114,A00; A01; D01; D07,Điểm chuẩn theo Điểm thi THPT năm 2024,26.81,
Kinh doanh nông nghiệp,Điểm chuẩn năm 2024 - KHA - Đại học kinh tế quốc dân,7620114,,Điểm chuẩn theo Điểm ĐGNL HN năm 2024,19.33,
Kinh doanh nông nghiệp,Điểm chuẩn năm 2024 - KHA - Đại học kinh tế quốc dân,7620114,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,19.33,
Kinh doanh nông nghiệp,Điểm chuẩn năm 2024 - KHA - Đại học kinh tế quốc dân,7620114,,Điểm chuẩn theo Điểm Đánh giá Tư duy năm 2024,19.33,
Kinh doanh nông nghiệp,Điểm chuẩn năm 2024 - KHA - Đại học kinh tế quốc dân,7620114,A00; A01; D01; B00,Điểm chuẩn theo Điểm xét tuyển kết hợp năm 2024,25.2,Điểm thi tốt nghiệp kết hợp CCQT
Kinh doanh nông nghiệp,Điểm chuẩn năm 2024 - KHA - Đại học kinh tế quốc dân,7620114,,Điểm chuẩn theo Điểm xét tuyển kết hợp năm 2024,19.33,CCTAQT kết hợp với điểm thi HSA/APT/TSA 2023 hoặc 2024
Kinh doanh nông nghiệp,Điểm chuẩn năm 2024 - KHA - Đại học kinh tế quốc dân,7620114,,Điểm chuẩn theo Chứng chỉ quốc tế năm 2024,26.15,CCQT SAT hoặc ACT
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - GDU - Trường đại học Gia Định (*),7340120,A01; A01; C00; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - GDU - Trường đại học Gia Định (*),7340120,A00; A01; C00; D01,Điểm chuẩn theo Điểm học bạ năm 2024,16.5,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - GDU - Trường đại học Gia Định (*),7340120,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,600,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - UFA (DKQ) - Trường đại học Tài Chính - Kế Toán,7340120,A00; A01; D01; A16,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - UFA (DKQ) - Trường đại học Tài Chính - Kế Toán,7340120,A00; A01; D01; A16,Điểm chuẩn theo Điểm học bạ năm 2024,18,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - UMT - Trường Đại học Quản lý và công nghệ TPHCM,7340120,A00; A01; D01; D03; C00,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - UMT - Trường Đại học Quản lý và công nghệ TPHCM,7340120,A00; A01; D01; D03; C00,Điểm chuẩn theo Điểm học bạ năm 2024,6,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - UMT - Trường Đại học Quản lý và công nghệ TPHCM,7340120,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,600,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - HSU (DTH) - trường đại học Hoa Sen (*),7340120,A00; A01; D01; D03; D09,Điểm chuẩn theo Điểm thi THPT năm 2024,16,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - HSU (DTH) - trường đại học Hoa Sen (*),7340120,A00; A01; D01; D03; D09,Điểm chuẩn theo Điểm học bạ năm 2024,6,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - HSU (DTH) - trường đại học Hoa Sen (*),7340120,,Điểm chuẩn theo Điểm ĐGNL HN năm 2024,67,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - HSU (DTH) - trường đại học Hoa Sen (*),7340120,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,600,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - UEF - Trường Đại học Kinh tế - Tài chính Thành phố Hồ Chí Minh,7340120,A00; A01; D01; C00,Điểm chuẩn theo Điểm thi THPT năm 2024,19,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - UEF - Trường Đại học Kinh tế - Tài chính Thành phố Hồ Chí Minh,7340120,A00; A01; D01; C00,Điểm chuẩn theo Điểm học bạ năm 2024,18,Học bạ lớp 12
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - UEF - Trường Đại học Kinh tế - Tài chính Thành phố Hồ Chí Minh,7340120,A00; A01; D01; C00,Điểm chuẩn theo Điểm học bạ năm 2024,18,Học bạ 3 học kỳ
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - UEF - Trường Đại học Kinh tế - Tài chính Thành phố Hồ Chí Minh,7340120,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,600,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - BVU (DBV) - Trường đại học Bà Rịa - Vũng Tàu (*),7340120,A00; A01; C00; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,15,"CTC học Tiếng Việt, NN Tiếng Anh"
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - BVU (DBV) - Trường đại học Bà Rịa - Vũng Tàu (*),7340120C1,A00; A01; C00; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,15,"CTC học Tiếng Việt, NN Tiếng Anh"
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - BVU (DBV) - Trường đại học Bà Rịa - Vũng Tàu (*),7340120KA,A01; D01; D15; D66,Điểm chuẩn theo Điểm thi THPT năm 2024,15,CTC nhận cùng lúc 2 bằng cử nhân
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - BVU (DBV) - Trường đại học Bà Rịa - Vũng Tàu (*),7340120KL,A00; A01; C19; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,15,CTC nhận cùng lúc 2 bằng cử nhân
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - BVU (DBV) - Trường đại học Bà Rịa - Vũng Tàu (*),7340120,A00; A01; C00; D01,Điểm chuẩn theo Điểm học bạ năm 2024,18,"CTC Học Tiếng Việt, NN Tiếng Anh"
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - BVU (DBV) - Trường đại học Bà Rịa - Vũng Tàu (*),7340120C1,A00; A01; C00; D01,Điểm chuẩn theo Điểm học bạ năm 2024,18,"CTC Học Tiếng Việt, NN Tiếng Anh"
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - BVU (DBV) - Trường đại học Bà Rịa - Vũng Tàu (*),7340120KA,A01; D01; D15; D66,Điểm chuẩn theo Điểm học bạ năm 2024,18,CTC nhận cùng lúc 2 bằng cử nhân
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - BVU (DBV) - Trường đại học Bà Rịa - Vũng Tàu (*),7340120KL,A00; A01; C19; D01,Điểm chuẩn theo Điểm học bạ năm 2024,18,CTC nhận cùng lúc 2 bằng cử nhân
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - KSA KSV -Trường đại học Kinh Tế TP.HCM (Phân hiệu Vĩnh Long),7340120,A00; A01; D01; D07,Điểm chuẩn theo Điểm thi THPT năm 2024,18.5,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - KSA KSV -Trường đại học Kinh Tế TP.HCM (Phân hiệu Vĩnh Long),7340120,A00; A01; D26; D27; D28; D29; D30; AH3; D01; D02; D03; D04; D05; D06; DD2; D07; D21; D22; D23; D24; D25; AH2,Điểm chuẩn theo Điểm học bạ năm 2024,42,Thang điểm 100
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - KSA KSV -Trường đại học Kinh Tế TP.HCM (Phân hiệu Vĩnh Long),7340120,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,600,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - KSA KSV -Trường đại học Kinh Tế TP.HCM (Phân hiệu Vĩnh Long),7340120,,"Điểm chuẩn theo ƯTXT, XT thẳng năm 2024",49,Xét tuyển học sinh giỏi; thang điểm 100
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - NTT - Trường đại học Nguyễn Tất Thành (*),7340120,A00; A01; D01; D07,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - NTT - Trường đại học Nguyễn Tất Thành (*),7340120,,Điểm chuẩn theo Điểm học bạ năm 2024,6,Điểm TB học bạ
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - NTT - Trường đại học Nguyễn Tất Thành (*),7340120,,Điểm chuẩn theo Điểm ĐGNL HN năm 2024,70,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - NTT - Trường đại học Nguyễn Tất Thành (*),7340120,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,550,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - TCT-Trường đại học Cần Thơ,7340120,A00; A01; C02; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,24.8,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - TCT-Trường đại học Cần Thơ,7340120C,A01; D01; D07,Điểm chuẩn theo Điểm thi THPT năm 2024,23.7,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - TCT-Trường đại học Cần Thơ,7340120,A00; A01; C02; D01,Điểm chuẩn theo Điểm học bạ năm 2024,28.5,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - TCT-Trường đại học Cần Thơ,7340120C,A01; D01; D07,Điểm chuẩn theo Điểm học bạ năm 2024,27.6,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - TCT-Trường đại học Cần Thơ,7340120,A00; A01,Điểm chuẩn theo Điểm Đánh giá đầu vào V-SAT năm 2024,328,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - TCT-Trường đại học Cần Thơ,7340120C,A01; D07,Điểm chuẩn theo Điểm Đánh giá đầu vào V-SAT năm 2024,316,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - HUI-Trường đại học Công Nghiệp TP.HCM,7340120,A01; C01; D01; D96,Điểm chuẩn theo Điểm thi THPT năm 2024,26,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - HUI-Trường đại học Công Nghiệp TP.HCM,7340120C,A01; C01; D01; D96,Điểm chuẩn theo Điểm thi THPT năm 2024,23,CT tăng cường tiếng Anh
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - HUI-Trường đại học Công Nghiệp TP.HCM,7340120,A01; C01; D01; D96,Điểm chuẩn theo Điểm học bạ năm 2024,29,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - HUI-Trường đại học Công Nghiệp TP.HCM,7340120C,A01; C01; D01; D96,Điểm chuẩn theo Điểm học bạ năm 2024,26,Chương trình tăng cường tiếng Anh
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - HUI-Trường đại học Công Nghiệp TP.HCM,7340120,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,906,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - HUI-Trường đại học Công Nghiệp TP.HCM,7340120C,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,720,Chương trình tăng cường tiếng Anh
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - Trường Đại học Kiên Giang ( TKG ),7340120,A00; A01; D01; D07,Điểm chuẩn theo Điểm thi THPT năm 2024,17,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - Trường Đại học Kiên Giang ( TKG ),7340120,A00; A01; D01; D07,Điểm chuẩn theo Điểm học bạ năm 2024,17,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - Trường Đại học Kiên Giang ( TKG ),7340120,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,650,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - DTN - Trường đại học nông lâm (ĐH Thái Nguyên),7340120,A00; B00; C02; A01,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - DTN - Trường đại học nông lâm (ĐH Thái Nguyên),7340120,A00; B00; C02; A01,Điểm chuẩn theo Điểm học bạ năm 2024,15,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - DTQ - KHOA QUỐC TẾ (ĐH Thái Nguyên),7340120,A00; A01; D10; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,17,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - DTQ - KHOA QUỐC TẾ (ĐH Thái Nguyên),7340120,A00; A01; D10; D01,Điểm chuẩn theo Điểm học bạ năm 2024,17,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - DNT - Trường đại học ngoại ngữ - tin học TP.HCM (*),7340120,A01; D01; D07; D11,Điểm chuẩn theo Điểm thi THPT năm 2024,20,Tiếng Anh hệ số 2
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - DNT - Trường đại học ngoại ngữ - tin học TP.HCM (*),7340120,A01; D01; D07; D11,Điểm chuẩn theo Điểm học bạ năm 2024,24.5,Tiếng Anh nhân hệ số 2
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - DNT - Trường đại học ngoại ngữ - tin học TP.HCM (*),7340120,A01; D01; D07; D11,Điểm chuẩn theo Điểm học bạ năm 2024,24.75,Đợt 2
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - DNT - Trường đại học ngoại ngữ - tin học TP.HCM (*),7340120,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,550,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - DTE - Trường đại học kinh tế,7340120,A00; A01; C04; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,18,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - DTE - Trường đại học kinh tế,7340120,A00; A01; C04; D01,Điểm chuẩn theo Điểm học bạ năm 2024,19,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - DFA - Trường đại học tài chính - quản trị kinh doanh,7340120,A00; A01; D01; C14,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - DFA - Trường đại học tài chính - quản trị kinh doanh,7340120,A00; A01; D01; C14,Điểm chuẩn theo Điểm học bạ năm 2024,18,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - DFA - Trường đại học tài chính - quản trị kinh doanh,7340120,Q00,Điểm chuẩn theo Điểm ĐGNL HN năm 2024,15,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - RMU - Trường đh quốc tế RMIT Việt Nam,7340120,A00; A01; C00; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - RMU - Trường đh quốc tế RMIT Việt Nam,7340120,,Điểm chuẩn theo Điểm học bạ năm 2024,5.5,ĐTB cả năm L12
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - RMU - Trường đh quốc tế RMIT Việt Nam,7340120,,Điểm chuẩn theo Điểm học bạ năm 2024,5.5,ĐTB học kì 1 L12
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - RMU - Trường đh quốc tế RMIT Việt Nam,7340120,A00; A01; C00; D01,Điểm chuẩn theo Điểm học bạ năm 2024,16.5,ĐTB 3 môn học bạ L12
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - RMU - Trường đh quốc tế RMIT Việt Nam,7340120,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,530,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - DKC - Trường đại học công nghệ TP.HCM (HUTECH)(*),7340120,A00; A01; C00; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,17,
